transaction_id,datetime,type,amount,currency,account_id,payment_system,delay_days,category,status,direction,counterparty,description
TXN00030739,2026-05-14 14:57:18,merchant_settlement,63119.87,USD,ACC004,INSTANT,0,cashback,completed,outflow,Jacobson-Macdonald,productize vertical architectures
TXN00045936,2026-05-14 14:59:18,merchant_settlement,30241.4,USD,ACC020,SEPA,1,bill_payment,completed,outflow,"Johnson, Hughes and Smith",monetize web-enabled ROI
TXN00057985,2026-05-14 14:59:18,merchant_settlement,48157.85,USD,ACC007,ACH,1,bill_payment,completed,outflow,"Sanchez, Schwartz and Hall",leverage end-to-end e-services
TXN00094980,2026-05-14 15:01:18,cashback_payout,82.02,GBP,ACC002,SWIFT,2,merchant_payment,completed,outflow,Bailey Ltd,optimize vertical vortals
TXN00077018,2026-05-14 15:02:18,card_payment,29.4,EUR,ACC013,INSTANT,0,partner_transfer,completed,outflow,"Hill, Holloway and Robles",integrate best-of-breed vortals
TXN00059545,2026-05-14 15:02:18,transfer,14234.96,GBP,ACC020,ACH,1,salary,completed,inflow,Hill-Jones,disintermediate enterprise info-mediaries
TXN00081856,2026-05-14 15:03:18,transfer,283.49,USD,ACC006,ACH,1,salary,completed,inflow,"Nelson, Martin and Rodriguez",engineer real-time e-business
TXN00009547,2026-05-14 15:04:18,cashback_payout,419.36,USD,ACC011,CARD_CLEARING,3,cashback,completed,outflow,Medina-Paul,whiteboard rich communities
TXN00066603,2026-05-14 15:04:18,deposit,2580.37,USD,ACC009,INSTANT,0,merchant_payment,completed,inflow,Kelly LLC,empower dynamic e-services
TXN00047253,2026-05-14 15:06:18,withdrawal,79.38,KZT,ACC017,INSTANT,0,merchant_payment,processing,outflow,Johnson-Schmidt,brand 24/7 users
TXN00081052,2026-05-14 15:08:18,withdrawal,3761.69,EUR,ACC016,SWIFT,3,bill_payment,completed,outflow,Bennett-Hartman,engage end-to-end schemas
TXN00001212,2026-05-14 15:08:18,cashback_payout,169.36,GBP,ACC011,CARD_CLEARING,5,bill_payment,completed,outflow,"Torres, Harding and Graham",redefine cross-media infrastructures
TXN00050099,2026-05-14 15:09:18,cashback_payout,362.3,GBP,ACC002,SEPA,1,salary,completed,outflow,Sanchez-Gonzalez,redefine visionary convergence
TXN00035783,2026-05-14 15:10:18,merchant_settlement,3432.48,KZT,ACC019,SWIFT,2,bill_payment,completed,outflow,Sexton-Gay,synergize robust niches
TXN00073339,2026-05-14 15:11:18,deposit,636.43,EUR,ACC017,SEPA,1,partner_transfer,completed,inflow,Young Ltd,drive web-enabled content
TXN00011204,2026-05-14 15:12:18,withdrawal,98475.67,USD,ACC001,SEPA,1,bill_payment,completed,outflow,"Watson, Potter and Ford",innovate plug-and-play initiatives
TXN00047950,2026-05-14 15:12:18,withdrawal,6136.59,USD,ACC005,CARD_CLEARING,5,salary,completed,outflow,Mahoney and Sons,unleash global eyeballs
TXN00021692,2026-05-14 15:13:18,withdrawal,42.21,GBP,ACC020,INSTANT,0,client_transfer,completed,outflow,Lee LLC,cultivate B2B models
TXN00004018,2026-05-14 15:15:18,card_payment,55.41,GBP,ACC010,ACH,1,cashback,completed,outflow,Nichols-Stokes,expedite killer partnerships
TXN00043645,2026-05-14 15:15:18,withdrawal,10.94,EUR,ACC001,CARD_CLEARING,4,partner_transfer,completed,outflow,Thomas-Martin,unleash robust functionalities
TXN00087539,2026-05-14 15:15:18,withdrawal,173.24,USD,ACC009,CARD_CLEARING,3,bill_payment,completed,outflow,"Coleman, Jones and Baxter",leverage vertical schemas
TXN00074779,2026-05-14 15:16:18,cashback_payout,476.27,KZT,ACC013,ACH,1,salary,completed,outflow,Tyler LLC,envisioneer robust relationships
TXN00018647,2026-05-14 15:16:18,merchant_settlement,20675.5,EUR,ACC006,SWIFT,3,merchant_payment,completed,outflow,Williamson-Schwartz,scale impactful supply-chains
TXN00037951,2026-05-14 15:19:18,cashback_payout,473.69,GBP,ACC012,SWIFT,3,salary,completed,outflow,Jackson-Rodgers,disintermediate mission-critical applications
TXN00096862,2026-05-14 15:20:18,deposit,822.58,USD,ACC005,INSTANT,0,merchant_payment,completed,inflow,Wolf and Sons,iterate compelling info-mediaries
TXN00056202,2026-05-14 15:22:18,merchant_settlement,70941.76,USD,ACC002,SEPA,1,merchant_payment,completed,outflow,"Gonzalez, Phelps and Flynn",drive back-end e-commerce
TXN00033740,2026-05-14 15:22:18,transfer,225.66,USD,ACC008,SEPA,1,partner_transfer,completed,inflow,"Austin, Munoz and Dudley",deliver out-of-the-box experiences
TXN00086431,2026-05-14 15:22:18,transfer,9794.37,KZT,ACC012,INSTANT,0,client_transfer,pending,inflow,"Hicks, Lopez and Davis",monetize rich models
TXN00062338,2026-05-14 15:22:18,transfer,4327.28,EUR,ACC020,CARD_CLEARING,3,merchant_payment,completed,inflow,"Hill, Nguyen and Rojas",generate clicks-and-mortar communities
TXN00039866,2026-05-14 15:23:18,transfer,340.23,USD,ACC006,INSTANT,0,merchant_payment,completed,inflow,Schmidt Inc,architect sticky e-services
TXN00051557,2026-05-14 15:23:18,partner_payment,83.0,KZT,ACC014,CARD_CLEARING,3,salary,completed,outflow,"Norris, Gonzales and Ruiz",grow rich experiences
TXN00006917,2026-05-14 15:25:18,partner_payment,386.9,USD,ACC013,ACH,1,client_transfer,completed,outflow,Simmons Group,implement mission-critical applications
TXN00042903,2026-05-14 15:25:18,deposit,74.85,GBP,ACC018,ACH,1,bill_payment,completed,inflow,Reyes-Horton,extend end-to-end action-items
TXN00034956,2026-05-14 15:26:18,deposit,161.41,USD,ACC007,CARD_CLEARING,4,bill_payment,pending,inflow,"Butler, Rose and Olson",leverage extensible bandwidth
TXN00003826,2026-05-14 15:26:18,partner_payment,191.19,EUR,ACC008,CARD_CLEARING,4,bill_payment,completed,outflow,"Fowler, Holder and Smith",productize value-added platforms
TXN00029520,2026-05-14 15:29:18,withdrawal,66.05,USD,ACC010,SEPA,1,client_transfer,pending,outflow,Sullivan-Gonzalez,redefine holistic e-markets
TXN00047354,2026-05-14 15:29:18,transfer,1405.06,GBP,ACC011,CARD_CLEARING,5,merchant_payment,completed,inflow,Johnson PLC,empower integrated e-tailers
TXN00034179,2026-05-14 15:31:18,transfer,40720.11,KZT,ACC014,SEPA,1,client_transfer,pending,inflow,Clarke-Nelson,reinvent cross-media niches
TXN00093708,2026-05-14 15:32:18,cashback_payout,276.23,GBP,ACC011,INSTANT,0,salary,completed,outflow,Mitchell-Evans,optimize best-of-breed markets
TXN00068123,2026-05-14 15:34:18,card_payment,4856.01,GBP,ACC003,SWIFT,3,client_transfer,processing,outflow,Rogers Inc,transition out-of-the-box functionalities
TXN00016526,2026-05-14 15:34:18,merchant_settlement,13584.13,GBP,ACC018,SWIFT,2,cashback,completed,outflow,Hernandez-Hill,generate strategic interfaces
TXN00092615,2026-05-14 15:36:18,deposit,28.52,KZT,ACC003,CARD_CLEARING,3,partner_transfer,completed,inflow,"Hines, Ali and Day",enhance next-generation markets
TXN00046662,2026-05-14 15:38:18,transfer,115.82,GBP,ACC016,ACH,1,bill_payment,completed,inflow,Foley-Doyle,exploit clicks-and-mortar e-commerce
TXN00033016,2026-05-14 15:41:18,withdrawal,609.83,EUR,ACC007,ACH,1,client_transfer,completed,outflow,Parker-Whitehead,re-intermediate 24/365 users
TXN00007463,2026-05-14 15:41:18,cashback_payout,436.52,EUR,ACC003,ACH,1,client_transfer,completed,outflow,Ayers PLC,embrace interactive web services
TXN00061875,2026-05-14 15:42:18,deposit,256.97,KZT,ACC012,CARD_CLEARING,5,salary,completed,inflow,"Stout, Dean and Sanchez",mesh proactive e-business
TXN00058548,2026-05-14 15:43:18,deposit,769.42,KZT,ACC006,INSTANT,0,partner_transfer,completed,inflow,Fuentes-Peterson,strategize end-to-end solutions
TXN00035820,2026-05-14 15:44:18,partner_payment,2312.38,EUR,ACC006,SWIFT,3,partner_transfer,completed,outflow,"Wright, Patterson and Chavez",integrate magnetic communities
TXN00031218,2026-05-14 15:45:18,card_payment,190.84,USD,ACC016,CARD_CLEARING,3,merchant_payment,completed,outflow,Weaver-Fox,leverage killer e-business
TXN00026099,2026-05-14 15:45:18,cashback_payout,266.09,GBP,ACC004,ACH,1,salary,pending,outflow,Sherman-Fox,visualize bricks-and-clicks applications
TXN00003939,2026-05-14 15:47:18,deposit,91.75,USD,ACC013,INSTANT,0,bill_payment,completed,inflow,Miranda-Gutierrez,drive e-business e-business
TXN00062436,2026-05-14 15:48:18,deposit,16.8,EUR,ACC005,CARD_CLEARING,4,bill_payment,completed,inflow,Ellis Group,grow front-end info-mediaries
TXN00006481,2026-05-14 15:49:18,card_payment,55.58,GBP,ACC010,ACH,1,bill_payment,completed,outflow,Miller Group,empower vertical action-items
TXN00079653,2026-05-14 15:53:18,card_payment,34.15,USD,ACC009,ACH,1,salary,completed,outflow,Hunt-Wade,architect web-enabled metrics
TXN00031787,2026-05-14 15:54:18,withdrawal,213.01,KZT,ACC012,INSTANT,0,client_transfer,completed,outflow,Burton PLC,grow holistic content
TXN00077449,2026-05-14 15:54:18,withdrawal,52.88,KZT,ACC015,SEPA,1,cashback,completed,outflow,"Hampton, Smith and Jones",monetize cross-media platforms
TXN00035208,2026-05-14 15:55:18,deposit,7375.38,GBP,ACC010,ACH,1,salary,completed,inflow,"Robertson, Hernandez and Brock",transition clicks-and-mortar bandwidth
TXN00091449,2026-05-14 15:55:18,partner_payment,6.4,GBP,ACC020,INSTANT,0,merchant_payment,completed,outflow,Ward and Sons,utilize value-added bandwidth
TXN00042259,2026-05-14 15:55:18,cashback_payout,408.96,USD,ACC006,SWIFT,2,salary,completed,outflow,Foster PLC,leverage out-of-the-box niches
TXN00079639,2026-05-14 15:55:18,merchant_settlement,34755.14,GBP,ACC020,SWIFT,3,client_transfer,completed,outflow,Ritter-Ayala,target leading-edge partnerships
TXN00032134,2026-05-14 15:56:18,deposit,264.09,USD,ACC005,SWIFT,2,partner_transfer,completed,inflow,Lee LLC,orchestrate visionary metrics
TXN00076595,2026-05-14 15:57:18,cashback_payout,124.19,KZT,ACC016,SEPA,1,salary,completed,outflow,"Moore, Wagner and Blanchard",disintermediate extensible e-tailers
TXN00099348,2026-05-14 15:58:18,transfer,1002.84,EUR,ACC011,CARD_CLEARING,5,client_transfer,completed,inflow,Santiago-Bailey,re-contextualize interactive platforms
TXN00081126,2026-05-14 15:59:18,withdrawal,2272.0,EUR,ACC014,INSTANT,0,bill_payment,completed,outflow,Griffith-Martin,enhance efficient interfaces
TXN00082877,2026-05-14 15:59:18,partner_payment,3343.79,EUR,ACC017,ACH,1,bill_payment,pending,outflow,Snyder-Greer,engineer cutting-edge functionalities
TXN00026951,2026-05-14 16:00:18,deposit,111.43,GBP,ACC019,SEPA,1,salary,completed,inflow,"Terrell, Gomez and Lawrence",engage customized models
TXN00087506,2026-05-14 16:01:18,card_payment,147.43,GBP,ACC003,SEPA,1,cashback,completed,outflow,Hudson and Sons,drive B2B content
TXN00007988,2026-05-14 16:01:18,merchant_settlement,57876.62,KZT,ACC004,SEPA,1,partner_transfer,completed,outflow,Sullivan-Evans,incentivize compelling users
TXN00011081,2026-05-14 16:02:18,card_payment,219.7,GBP,ACC013,SEPA,1,salary,completed,outflow,Rivera and Sons,drive compelling e-tailers
TXN00019244,2026-05-14 16:02:18,merchant_settlement,83179.03,USD,ACC019,INSTANT,0,cashback,completed,outflow,Rodriguez-Kim,drive vertical networks
TXN00054482,2026-05-14 16:04:18,cashback_payout,100.78,EUR,ACC019,ACH,1,merchant_payment,completed,outflow,Hicks Group,scale distributed bandwidth
TXN00095387,2026-05-14 16:05:18,cashback_payout,357.04,KZT,ACC017,SEPA,1,cashback,completed,outflow,Higgins Ltd,deploy best-of-breed initiatives
TXN00027989,2026-05-14 16:06:18,partner_payment,310.01,USD,ACC008,SWIFT,3,partner_transfer,completed,outflow,"Salinas, Wagner and Williams",architect plug-and-play niches
TXN00001886,2026-05-14 16:08:18,withdrawal,788.49,KZT,ACC011,CARD_CLEARING,3,bill_payment,completed,outflow,Robinson-Scott,syndicate 24/7 web services
TXN00000871,2026-05-14 16:08:18,transfer,922.97,GBP,ACC007,INSTANT,0,merchant_payment,completed,inflow,"Ramsey, Johnson and Black",revolutionize out-of-the-box mindshare
TXN00090029,2026-05-14 16:09:18,deposit,182.63,GBP,ACC010,INSTANT,0,bill_payment,completed,inflow,"Watson, Black and Williams",seize cross-platform metrics
TXN00073973,2026-05-14 16:09:18,partner_payment,6023.67,GBP,ACC013,CARD_CLEARING,4,merchant_payment,completed,outflow,Stewart Inc,leverage revolutionary schemas
TXN00055879,2026-05-14 16:10:18,card_payment,327.07,KZT,ACC018,INSTANT,0,salary,completed,outflow,"Walker, Cabrera and Jordan",envisioneer integrated partnerships
TXN00045653,2026-05-14 16:11:18,transfer,893.33,USD,ACC004,SEPA,1,bill_payment,pending,inflow,Jones Group,envisioneer front-end e-services
TXN00048287,2026-05-14 16:12:18,transfer,487.77,USD,ACC003,SEPA,1,salary,completed,inflow,"Dennis, Barton and Burns",synthesize strategic applications
TXN00035454,2026-05-14 16:12:18,cashback_payout,139.68,EUR,ACC001,CARD_CLEARING,4,client_transfer,completed,outflow,Reyes-Moore,visualize interactive platforms
TXN00089744,2026-05-14 16:13:18,transfer,1218.93,KZT,ACC009,INSTANT,0,bill_payment,pending,inflow,Reeves-Scott,deploy 24/7 platforms
TXN00028302,2026-05-14 16:14:18,cashback_payout,412.43,EUR,ACC018,SWIFT,2,client_transfer,completed,outflow,Oneill-Watson,synthesize distributed bandwidth
TXN00091384,2026-05-14 16:14:18,withdrawal,339.24,EUR,ACC004,SWIFT,3,merchant_payment,completed,outflow,"Vaughn, Williams and Anderson",transform front-end platforms
TXN00003285,2026-05-14 16:15:18,partner_payment,275.41,USD,ACC006,CARD_CLEARING,4,salary,completed,outflow,Hickman-Sloan,expedite bleeding-edge vortals
TXN00013724,2026-05-14 16:16:18,partner_payment,888.07,EUR,ACC015,CARD_CLEARING,3,salary,completed,outflow,Davis-Fernandez,reinvent efficient web-readiness
TXN00030069,2026-05-14 16:17:18,deposit,103.95,KZT,ACC018,INSTANT,0,bill_payment,pending,inflow,Brown PLC,cultivate holistic portals
TXN00040152,2026-05-14 16:30:18,deposit,1621.9,GBP,ACC002,INSTANT,0,cashback,completed,inflow,Evans-Jones,engineer holistic communities
TXN00067289,2026-05-14 16:31:18,partner_payment,2684.93,EUR,ACC014,INSTANT,0,client_transfer,completed,outflow,"Arnold, White and Brown",integrate mission-critical communities
TXN00071293,2026-05-14 16:37:18,deposit,213.85,USD,ACC016,ACH,1,salary,completed,inflow,"Yu, Garner and Grimes",re-intermediate transparent platforms
TXN00025668,2026-05-14 16:39:18,withdrawal,393.3,EUR,ACC006,SWIFT,2,merchant_payment,completed,outflow,Nguyen-Buck,orchestrate real-time ROI
TXN00038813,2026-05-14 16:42:18,withdrawal,634.46,GBP,ACC017,SWIFT,2,partner_transfer,completed,outflow,Moore LLC,whiteboard front-end ROI
TXN00018849,2026-05-14 16:43:18,cashback_payout,290.25,GBP,ACC006,CARD_CLEARING,5,bill_payment,completed,outflow,Meyer-Werner,extend ubiquitous networks
TXN00028782,2026-05-14 16:44:18,partner_payment,386.21,USD,ACC010,INSTANT,0,merchant_payment,completed,outflow,Schroeder-Pacheco,maximize vertical interfaces
TXN00041253,2026-05-14 16:44:18,transfer,331.15,USD,ACC017,ACH,1,merchant_payment,completed,inflow,"Reynolds, Kirby and Smith",implement ubiquitous relationships
TXN00004142,2026-05-14 16:49:18,withdrawal,44.79,GBP,ACC005,INSTANT,0,merchant_payment,completed,outflow,"Crawford, Ballard and Brown",exploit clicks-and-mortar channels
TXN00097097,2026-05-14 16:50:18,merchant_settlement,14454.56,USD,ACC001,INSTANT,0,salary,completed,outflow,"Neal, Dunlap and Wilson",evolve cross-media platforms
TXN00005573,2026-05-14 16:51:18,withdrawal,478.68,USD,ACC016,CARD_CLEARING,4,client_transfer,completed,outflow,Shah-Woodward,disintermediate transparent methodologies
TXN00009190,2026-05-14 16:53:18,transfer,55.41,USD,ACC018,ACH,1,partner_transfer,completed,inflow,"Adams, Hunt and Howard",evolve distributed platforms
TXN00039219,2026-05-14 16:56:18,merchant_settlement,89089.09,EUR,ACC018,ACH,1,cashback,completed,outflow,Morrison-Conley,strategize scalable experiences
TXN00018718,2026-05-14 16:56:18,transfer,11.28,EUR,ACC011,INSTANT,0,cashback,completed,inflow,Chapman Inc,whiteboard e-business interfaces
TXN00060753,2026-05-14 16:58:18,merchant_settlement,33984.42,EUR,ACC009,SWIFT,2,merchant_payment,completed,outflow,Roberts LLC,transition 24/7 experiences
TXN00020293,2026-05-14 16:58:18,deposit,856.93,USD,ACC017,SWIFT,3,partner_transfer,completed,inflow,"Brown, Moran and Butler",target end-to-end partnerships
TXN00065603,2026-05-14 17:00:18,deposit,201.33,USD,ACC017,ACH,1,partner_transfer,completed,inflow,Robinson LLC,implement granular e-services
TXN00007907,2026-05-14 17:01:18,merchant_settlement,30767.05,GBP,ACC017,SEPA,1,client_transfer,completed,outflow,"Jones, Hall and Vega",engineer cross-media ROI
TXN00084699,2026-05-14 17:01:18,transfer,231.43,USD,ACC011,INSTANT,0,bill_payment,completed,inflow,"Knight, Foley and Swanson",facilitate granular initiatives
TXN00000398,2026-05-14 17:08:18,transfer,210.18,GBP,ACC016,SEPA,1,cashback,completed,inflow,Williams and Sons,unleash open-source info-mediaries
TXN00030743,2026-05-14 17:08:18,withdrawal,611.37,GBP,ACC005,SWIFT,3,salary,completed,outflow,Mcgee-Hill,scale bricks-and-clicks paradigms
TXN00022384,2026-05-14 17:08:18,partner_payment,23.17,USD,ACC001,INSTANT,0,partner_transfer,completed,outflow,Cole-Morgan,architect B2C convergence
TXN00012715,2026-05-14 17:08:18,partner_payment,1970.26,EUR,ACC015,SWIFT,3,bill_payment,completed,outflow,"Hayes, Rogers and Lewis",architect revolutionary e-services
TXN00065917,2026-05-14 17:09:18,cashback_payout,178.97,USD,ACC011,SWIFT,2,salary,completed,outflow,West-Williams,monetize B2C e-services
TXN00037472,2026-05-14 17:09:18,deposit,165.97,USD,ACC011,CARD_CLEARING,4,cashback,processing,inflow,Garrett-Benson,engage sticky web-readiness
TXN00010805,2026-05-14 17:14:18,deposit,27.89,EUR,ACC002,INSTANT,0,cashback,processing,inflow,Smith and Sons,unleash magnetic convergence
TXN00073389,2026-05-14 17:14:18,cashback_payout,121.77,USD,ACC011,SEPA,1,bill_payment,completed,outflow,Barrett-Fisher,visualize granular bandwidth
TXN00063408,2026-05-14 17:15:18,partner_payment,560.97,GBP,ACC018,CARD_CLEARING,4,partner_transfer,completed,outflow,Brown and Sons,harness proactive ROI
TXN00050817,2026-05-14 17:15:18,transfer,62.49,KZT,ACC012,SEPA,1,merchant_payment,completed,inflow,"Brown, Anderson and Reilly",implement end-to-end e-markets
TXN00076990,2026-05-14 17:17:18,merchant_settlement,86346.73,EUR,ACC020,CARD_CLEARING,5,merchant_payment,completed,outflow,Hall LLC,implement mission-critical synergies
TXN00007360,2026-05-14 17:18:18,partner_payment,56.18,KZT,ACC001,CARD_CLEARING,4,bill_payment,completed,outflow,Johnson Ltd,optimize leading-edge methodologies
TXN00062751,2026-05-14 17:21:18,partner_payment,5.72,GBP,ACC004,INSTANT,0,partner_transfer,completed,outflow,Hernandez PLC,disintermediate e-business relationships
TXN00006418,2026-05-14 17:24:18,card_payment,355.04,EUR,ACC016,SWIFT,2,salary,completed,outflow,"Keller, Benson and Wise",redefine integrated communities
TXN00048699,2026-05-14 17:25:18,deposit,547.76,USD,ACC001,INSTANT,0,bill_payment,completed,inflow,"White, Page and Chung",streamline scalable supply-chains
TXN00098642,2026-05-14 17:26:18,card_payment,1631.55,EUR,ACC008,SWIFT,2,salary,completed,outflow,Evans-Phillips,mesh revolutionary platforms
TXN00097946,2026-05-14 17:26:18,deposit,223.23,EUR,ACC019,CARD_CLEARING,4,client_transfer,completed,inflow,"Blevins, Anderson and Morton",re-intermediate frictionless web services
TXN00007861,2026-05-14 17:26:18,partner_payment,22.12,KZT,ACC017,SEPA,1,client_transfer,completed,outflow,"Parker, Hoffman and Reynolds",innovate clicks-and-mortar methodologies
TXN00063144,2026-05-14 17:28:18,deposit,452.06,KZT,ACC009,CARD_CLEARING,3,merchant_payment,completed,inflow,Gonzalez-Garza,utilize scalable infrastructures
TXN00043447,2026-05-14 17:28:18,cashback_payout,327.36,EUR,ACC006,SWIFT,2,partner_transfer,completed,outflow,"Riggs, Watkins and Peters",maximize frictionless technologies
TXN00064229,2026-05-14 17:30:18,cashback_payout,119.5,GBP,ACC004,INSTANT,0,partner_transfer,completed,outflow,"Henry, Walter and Thompson",cultivate web-enabled paradigms
TXN00097674,2026-05-14 17:30:18,partner_payment,476.74,USD,ACC010,INSTANT,0,merchant_payment,completed,outflow,Simmons Group,engage clicks-and-mortar web services
TXN00019511,2026-05-14 17:30:18,deposit,562.62,EUR,ACC019,SEPA,1,merchant_payment,completed,inflow,Joyce-Dawson,revolutionize ubiquitous e-business
TXN00019008,2026-05-14 17:32:18,transfer,167.32,EUR,ACC003,INSTANT,0,client_transfer,completed,inflow,Boyd Ltd,whiteboard integrated ROI
TXN00092413,2026-05-14 17:33:18,card_payment,1530.8,EUR,ACC009,INSTANT,0,partner_transfer,completed,outflow,Webb and Sons,re-intermediate robust infrastructures
TXN00095828,2026-05-14 17:33:18,transfer,272.42,KZT,ACC012,INSTANT,0,merchant_payment,completed,inflow,Montes LLC,brand dot-com paradigms
TXN00011999,2026-05-14 17:35:18,partner_payment,186.44,USD,ACC017,INSTANT,0,client_transfer,completed,outflow,"King, Adams and Griffin",synthesize e-business e-commerce
TXN00070631,2026-05-14 17:36:18,card_payment,2733.55,KZT,ACC015,SWIFT,3,client_transfer,completed,outflow,Johnson-Robinson,revolutionize frictionless infrastructures
TXN00058925,2026-05-14 17:36:18,partner_payment,4410.33,KZT,ACC001,CARD_CLEARING,3,salary,completed,outflow,Cohen-Taylor,extend impactful convergence
TXN00080352,2026-05-14 17:37:18,partner_payment,14494.67,USD,ACC014,SWIFT,2,bill_payment,completed,outflow,Smith Group,grow user-centric e-markets
TXN00089728,2026-05-14 17:39:18,transfer,1325.4,USD,ACC014,SEPA,1,salary,completed,inflow,"Lewis, Bailey and Goodman",evolve enterprise web services
TXN00074715,2026-05-14 17:41:18,cashback_payout,153.76,EUR,ACC006,SWIFT,3,cashback,completed,outflow,Jones Group,empower 24/365 info-mediaries
TXN00073816,2026-05-14 17:41:18,withdrawal,417.16,USD,ACC017,INSTANT,0,client_transfer,completed,outflow,"Barron, Green and Bartlett",cultivate 24/365 metrics
TXN00033219,2026-05-14 17:42:18,deposit,263.84,GBP,ACC017,SWIFT,3,bill_payment,completed,inflow,Rivera-Campos,revolutionize distributed relationships
TXN00039716,2026-05-14 17:44:18,deposit,89.46,USD,ACC017,SEPA,1,bill_payment,completed,inflow,"Wall, Johnson and Williamson",streamline 24/365 relationships
TXN00076347,2026-05-14 17:44:18,deposit,10077.27,USD,ACC007,CARD_CLEARING,5,partner_transfer,completed,inflow,Mccoy PLC,deliver revolutionary bandwidth
TXN00028167,2026-05-14 17:44:18,cashback_payout,112.72,USD,ACC009,SEPA,1,merchant_payment,completed,outflow,"Bell, Schmidt and Gomez",productize web-enabled synergies
TXN00067189,2026-05-14 17:46:18,partner_payment,2486.55,KZT,ACC015,ACH,1,merchant_payment,completed,outflow,Harris Ltd,expedite transparent solutions
TXN00014911,2026-05-14 17:48:18,card_payment,1314.1,KZT,ACC009,SEPA,1,cashback,completed,outflow,"Sutton, Crawford and Parker",deploy innovative technologies
TXN00093442,2026-05-14 17:49:18,partner_payment,136.08,GBP,ACC006,SWIFT,3,cashback,completed,outflow,"Walker, Barnes and Hoffman",unleash out-of-the-box paradigms
TXN00066661,2026-05-14 17:55:18,partner_payment,1307.78,USD,ACC005,ACH,1,client_transfer,completed,outflow,Caldwell Inc,deliver holistic partnerships
TXN00054826,2026-05-14 17:56:18,cashback_payout,461.76,USD,ACC008,CARD_CLEARING,5,cashback,completed,outflow,Hampton Inc,aggregate viral action-items
TXN00094183,2026-05-14 17:56:18,cashback_payout,230.92,GBP,ACC002,SWIFT,3,merchant_payment,pending,outflow,Rice-Becker,embrace value-added eyeballs
TXN00077250,2026-05-14 18:00:18,deposit,3469.26,USD,ACC007,ACH,1,partner_transfer,completed,inflow,Saunders-Gregory,re-intermediate bleeding-edge bandwidth
TXN00015023,2026-05-14 18:01:18,transfer,4585.49,GBP,ACC011,SWIFT,2,cashback,completed,inflow,Ramos-Martinez,maximize dot-com methodologies
TXN00054812,2026-05-14 18:03:18,transfer,1040.16,USD,ACC010,ACH,1,partner_transfer,completed,inflow,"Contreras, Lopez and Crawford",utilize dynamic e-business
TXN00061450,2026-05-14 18:03:18,deposit,41.62,KZT,ACC001,SEPA,1,bill_payment,completed,inflow,"Torres, Pace and Hall",e-enable user-centric mindshare
TXN00086135,2026-05-14 18:09:18,transfer,873.48,KZT,ACC017,SWIFT,3,partner_transfer,completed,inflow,Hernandez Inc,architect real-time eyeballs
TXN00078023,2026-05-14 18:10:18,partner_payment,604.11,GBP,ACC019,SWIFT,3,merchant_payment,completed,outflow,"Palmer, Garcia and Hill",e-enable real-time experiences
TXN00077817,2026-05-14 18:12:18,card_payment,351.4,USD,ACC012,INSTANT,0,merchant_payment,completed,outflow,Jimenez Inc,transition scalable metrics
TXN00061286,2026-05-14 18:16:18,withdrawal,911.54,USD,ACC002,SEPA,1,merchant_payment,processing,outflow,Castillo-Morrow,harness dynamic markets
TXN00073960,2026-05-14 18:16:18,transfer,13317.99,USD,ACC015,SWIFT,2,merchant_payment,completed,inflow,Aguirre Ltd,brand collaborative e-services
TXN00061498,2026-05-14 18:20:18,cashback_payout,225.41,EUR,ACC006,ACH,1,salary,completed,outflow,Jackson LLC,optimize real-time partnerships
TXN00090773,2026-05-14 18:20:18,partner_payment,464.02,KZT,ACC005,INSTANT,0,merchant_payment,completed,outflow,"Bishop, Morris and Rivera",enhance seamless portals
TXN00020086,2026-05-14 18:23:18,card_payment,1198.53,USD,ACC007,SWIFT,3,salary,completed,outflow,Campbell-Santos,seize scalable models
TXN00048852,2026-05-14 18:23:18,withdrawal,2194.5,KZT,ACC012,INSTANT,0,merchant_payment,completed,outflow,"Walker, James and Chavez",empower rich relationships
TXN00011771,2026-05-14 18:24:18,card_payment,787.29,EUR,ACC014,SWIFT,3,salary,completed,outflow,Sweeney-Fox,seize proactive metrics
TXN00069997,2026-05-14 18:28:18,transfer,16663.53,KZT,ACC004,SWIFT,2,partner_transfer,pending,inflow,Mclaughlin-Valdez,deliver viral action-items
TXN00037795,2026-05-14 18:29:18,card_payment,339.14,EUR,ACC001,ACH,1,client_transfer,completed,outflow,Grant and Sons,innovate innovative infrastructures
TXN00076959,2026-05-14 18:31:18,card_payment,1107.34,KZT,ACC014,SEPA,1,salary,completed,outflow,Zamora-Harvey,visualize proactive models
TXN00006674,2026-05-14 18:33:18,withdrawal,270.06,EUR,ACC002,SWIFT,3,bill_payment,completed,outflow,Duffy-Mills,envisioneer end-to-end systems
TXN00018630,2026-05-14 18:36:18,transfer,33005.53,USD,ACC002,SWIFT,2,merchant_payment,completed,inflow,Jones LLC,reinvent interactive markets
TXN00041713,2026-05-14 18:36:18,card_payment,32233.95,EUR,ACC017,SWIFT,2,client_transfer,completed,outflow,Long Group,synthesize cross-platform web services
TXN00099151,2026-05-14 18:37:18,withdrawal,125.69,USD,ACC012,CARD_CLEARING,3,merchant_payment,completed,outflow,Thomas LLC,re-intermediate scalable synergies
TXN00064697,2026-05-14 18:39:18,withdrawal,1244.44,USD,ACC020,SEPA,1,merchant_payment,completed,outflow,Kelley-Buckley,revolutionize world-class networks
